instrument_token,tradingsymbol,name,exchange,instrument_type,segment,lot_size,tick_size
316161,GREAVESCOT,""GREAVES COTTON"",NSE,EQ,NSE,1,0.05
4375553,GREENCHEF-SM,""GREENCHEF APPLIANCES"",NSE,EQ,NSE,1,0.05
1753089,GREENLAM,""GREENLAM INDUSTRIES"",NSE,EQ,NSE,1,0.05
3535361,GREENPANEL,""GREENPANEL INDUSTRIES"",NSE,EQ,NSE,1,0.05
1020673,GREENPLY,""GREENPLY INDUSTRIES"",NSE,EQ,NSE,1,0.05
5148161,GREENPOWER,""ORIENT GREEN POWER CO"",NSE,EQ,NSE,1,0.05
4797697,GRETEX-SM,""GRETEX INDUSTRIES"",NSE,EQ,NSE,1,0.05
3471361,GRINDWELL,""GRINDWELL NORTON"",NSE,EQ,NSE,1,0.05
1293825,GRINFRA,""G R INFRAPROJECTS"",NSE,EQ,NSE,1,0.05
2782977,GRMOVER,""GRM OVERSEAS"",NSE,EQ,NSE,1,0.05
4550145,GROBTEA-BE,""THE GROB TEA COMPANY"",NSE,EQ,NSE,1,0.05
6594049,GROWWDEFNC,""GROWWAMC - GROWWDEFNC"",NSE,EQ,NSE,1,0.05
6348289,GROWWEV,""GROWWAMC - GROWWEV"",NSE,EQ,NSE,1,0.05
6623233,GROWWGOLD,""GROWWAMC - GROWWGOLD"",NSE,EQ,NSE,1,0.05
6514433,GROWWLIQID,""GROWWAMC - GROWWLIQID"",NSE,EQ,NSE,1,0.05
194124801,GROWWLOVOL,""GROWWAMC - GROWWLOVOL"",NSE,EQ,NSE,1,0.05
193558017,GROWWMOM50,""GROWWAMC - GROWWMOM50"",NSE,EQ,NSE,1,0.05
7647233,GROWWN200,""GROWWAMC - GROWWN200"",NSE,EQ,NSE,1,0.05
194000385,GROWWNET,""GROWWAMC - GROWWNET"",NSE,EQ,NSE,1,0.05
194226433,GROWWNIFTY,""GROWWAMC - GROWWNIFTY"",NSE,EQ,NSE,1,0.05
7558913,GROWWRAIL,""GROWWAMC - GROWWRAIL"",NSE,EQ,NSE,1,0.05
193747713,GROWWSLVR,""GROWWAMC - GROWWSLVR"",NSE,EQ,NSE,1,0.05
1675009,GRPLTD,""GRP"",NSE,EQ,NSE,1,0.05
1401601,GRSE,""GARDEN REACH SHIP&ENG"",NSE,EQ,NSE,1,0.05
2043393,GRWRHITECH,""GARWARE HI-TECH FILMS"",NSE,EQ,NSE,1,0.05
1108993,GS020126C-GS,""GOI STRIPS C 020126"",NSE,EQ,NSE,1,0.05
1123073,GS070626C-GS,""GOI STRIPS C 070626"",NSE,EQ,NSE,1,0.05
1088001,GS071225C-GS,""GOI STRIPS C 071225"",NSE,EQ,NSE,1,0.05
1117185,GS090326C-GS,""GOI STRIPS C 090326"",NSE,EQ,NSE,1,0.05
1070849,GS090925C-GS,""GOI STRIPS C 090925"",NSE,EQ,NSE,1,0.05
1111297,GS100226C-GS,""GOI STRIPS C 100226"",NSE,EQ,NSE,1,0.05
1121537,GS100426C-GS,""GOI STRIPS C 100426"",NSE,EQ,NSE,1,0.05
1122305,GS100526C-GS,""GOI STRIPS C 100526"",NSE,EQ,NSE,1,0.05
1069569,GS100825C-GS,""GOI STRIPS C 100825"",NSE,EQ,NSE,1,0.05
1079041,GS101025C-GS,""GOI STRIPS C 101025"",NSE,EQ,NSE,1,0.05
1086977,GS101125C-GS,""GOI STRIPS C 101125"",NSE,EQ,NSE,1,0.05
1123585,GS120626C-GS,""GOI STRIPS C 120626"",NSE,EQ,NSE,1,0.05
1089025,GS121225C-GS,""GOI STRIPS C 121225"",NSE,EQ,NSE,1,0.05
1117697,GS150326C-GS,""GOI STRIPS C 150326"",NSE,EQ,NSE,1,0.05
1124609,GS150626C-GS,""GOI STRIPS C 150626"",NSE,EQ,NSE,1,0.05
1075713,GS150925C-GS,""GOI STRIPS C 150925"",NSE,EQ,NSE,1,0.05
1104385,GS151225C-GS,""GOI STRIPS C 151225"",NSE,EQ,NSE,1,0.05
1128705,GS151226C-GS,""GOI STRIPS C 151226"",NSE,EQ,NSE,1,0.05
1106689,GS171225C-GS,""GOI STRIPS C 171225"",NSE,EQ,NSE,1,0.05
1118209,GS200326C-GS,""GOI STRIPS C 200326"",NSE,EQ,NSE,1,0.05
1076481,GS200925C-GS,""GOI STRIPS C 200925"",NSE,EQ,NSE,1,0.05
1111809,GS220226C-GS,""GOI STRIPS C 220226"",NSE,EQ,NSE,1,0.05
1132289,GS220230C-GS,""GOI STRIPS C 220230"",NSE,EQ,NSE,1,0.05
1133825,GS220231C-GS,""GOI STRIPS C 220231"",NSE,EQ,NSE,1,0.05
1134593,GS220236C-GS,""GOI STRIPS C 220236"",NSE,EQ,NSE,1,0.05
1157121,GS220240C-GS,""GOI STRIPS C 220240"",NSE,EQ,NSE,1,0.05
1165313,GS220250C-GS,""GOI STRIPS C 220250"",NSE,EQ,NSE,1,0.05
1166081,GS220261C-GS,""GOI STRIPS C 220261"",NSE,EQ,NSE,1,0.05
1125121,GS220261P-GS,""GOI STRIPS P 220261"",NSE,EQ,NSE,1,0.05
1070081,GS220825C-GS,""GOI STRIPS C 220825"",NSE,EQ,NSE,1,0.05
1133313,GS220830C-GS,""GOI STRIPS C 220830"",NSE,EQ,NSE,1,0.05
1134337,GS220831C-GS,""GOI STRIPS C 220831"",NSE,EQ,NSE,1,0.05
1150465,GS220836C-GS,""GOI STRIPS C 220836"",NSE,EQ,NSE,1,0.05
1163777,GS220840C-GS,""GOI STRIPS C 220840"",NSE,EQ,NSE,1,0.05
1165569,GS220850C-GS,""GOI STRIPS C 220850"",NSE,EQ,NSE,1,0.05
1107201,GS231225C-GS,""GOI STRIPS C 231225"",NSE,EQ,NSE,1,0.05
1121793,GS260426C-GS,""GOI STRIPS C 260426"",NSE,EQ,NSE,1,0.05
1080833,GS261025C-GS,""GOI STRIPS C 261025"",NSE,EQ,NSE,1,0.05
1108481,GS311225C-GS,""GOI STRIPS C 311225"",NSE,EQ,NSE,1,0.05
6360833,GSEC10ABSL,""BIRLASLAMC - GSEC10ABSL"",NSE,EQ,NSE,1,0.05
3364609,GSEC10IETF,""ICICIPRAMC - ICICI10GS"",NSE,EQ,NSE,1,0.05
3824129,GSEC10YEAR,""MIRAEAMC - MAGS813ETF"",NSE,EQ,NSE,1,0.05
2135553,GSEC5IETF,""ICICIPRAMC - ICICI5GSEC"",NSE,EQ,NSE,1,0.05
319233,GSFC,""GUJ STATE FERT & CHEM"",NSE,EQ,NSE,1,0.05
3737345,GSLSU,""GLOBAL SURFACES"",NSE,EQ,NSE,1,0.05
6116097,GSMFOILS-ST,""GSM FOILS"",NSE,EQ,NSE,1,0.05
3378433,GSPL,""GUJARAT STATE PETRO"",NSE,EQ,NSE,1,0.05
3928833,GSS,""GSS INFOTECH"",NSE,EQ,NSE,1,0.05
2500609,GSTL-ST,""GLOBESECURE TECHNO"",NSE,EQ,NSE,1,0.05
290561,GTECJAINX-BE,""G-TEC JAINX EDUCATION"",NSE,EQ,NSE,1,0.05
297473,GTL,""GTL"",NSE,EQ,NSE,1,0.05
3518721,GTLINFRA,""GTL INFRA.LTD"",NSE,EQ,NSE,1,0.05
5425921,GTPL,""GTPL HATHWAY"",NSE,EQ,NSE,1,0.05
2971137,GUFICBIO,""GUFIC BIOSCIENCES"",NSE,EQ,NSE,1,0.05
324353,GUJALKALI,""GUJARAT ALKALIES & CHEM"",NSE,EQ,NSE,1,0.05
3757313,GUJAPOLLO,""GUJ. APOLLO IND."",NSE,EQ,NSE,1,0.05
2713345,GUJGASLTD,""GUJARAT GAS"",NSE,EQ,NSE,1,0.05
1164289,GUJRAFFIA,""GUJARAT RAFFIA INDUST"",NSE,EQ,NSE,1,0.05
7611137,GUJTHEM,""GUJARAT THEMIS BIOSYN"",NSE,EQ,NSE,1,0.05
1124097,GULFOILLUB,""GULF OIL LUB. IND."",NSE,EQ,NSE,1,0.05
2964737,GULFPETRO,""GP PETROLEUMS"",NSE,EQ,NSE,1,0.05
1609217,GULPOLY,""GULSHAN POLYOLS"",NSE,EQ,NSE,1,0.05
3386625,GVKPIL-BE,""GVK POW. & INFRA"",NSE,EQ,NSE,1,0.05
2781441,GVPTECH,""GVP INFOTECH"",NSE,EQ,NSE,1,0.05
4296449,GVT&D,""GE VERNOVA T&D INDIA"",NSE,EQ,NSE,1,0.05
589569,HAL,""HINDUSTAN AERONAUTICS"",NSE,EQ,NSE,1,0.05
264713,HANGSENG BEES-NAV,""HANGSENG BEES-NAV"",NSE,EQ,NSE,1,0.05
12289,HAPPSTMNDS,""HAPPIEST MINDS TECHNO"",NSE,EQ,NSE,1,0.05
5338625,HAPPYFORGE,""HAPPY FORGINGS"",NSE,EQ,NSE,1,0.05
2294273,HARDWYN,""HARDWYN INDIA"",NSE,EQ,NSE,1,0.05
2295809,HARIOMPIPE,""HARIOM PIPE INDUSTRIES L"",NSE,EQ,NSE,1,0.05
336129,HARRMALAYA,""HARRISON MALAYALAM"",NSE,EQ,NSE,1,0.05
2857473,HARSHA,""HARSHA ENGINEERS INT"",NSE,EQ,NSE,1,0.05
4647425,HATHWAY,""HATHWAY CABLE & DATACOM"",NSE,EQ,NSE,1,0.05
996353,HATSUN,""HATSUN AGRO PRODUCT"",NSE,EQ,NSE,1,0.05
2513665,HAVELLS,""HAVELLS INDIA"",NSE,EQ,NSE,1,0.05
2154753,HAVISHA-BE,""SRI HAVISHA HOSP & INFR L"",NSE,EQ,NSE,1,0.05
3575297,HBLENGINE,""HBL ENGINEERING"",NSE,EQ,NSE,1,0.05
1054209,HBSL-BE,""HB STOCKHOLDINGS"",NSE,EQ,NSE,1,0.05
1936129,HCC-BE,""HINDUSTAN CONSTRUC"",NSE,EQ,NSE,1,0.05
3982081,HCG,""HEALTHCARE GLOB. ENT."",NSE,EQ,NSE,1,0.05
1468161,HCL-INSYS-BE,""HCL INFOSYSTEMS-DEPO SETT"",NSE,EQ,NSE,1,0.05
1850625,HCLTECH,""HCL TECHNOLOGIES"",NSE,EQ,NSE,1,0.05
193989633,HDBFS,""HDB FINANCIAL SERVICES L"",NSE,EQ,NSE,1,0.05
1086465,HDFCAMC,""HDFC AMC"",NSE,EQ,NSE,1,0.05
341249,HDFCBANK,""HDFC BANK"",NSE,EQ,NSE,1,0.05
3642881,HDFCBSE500,""HDFCAMC - HDFCBSE500"",NSE,EQ,NSE,1,0.05
5003009,HDFCGOLD,""HDFC GOLD ETF"",NSE,EQ,NSE,1,0.05
2877697,HDFCGROWTH,""HDFCAMC - HDFCGROWTH"",NSE,EQ,NSE,1,0.05
119553,HDFCLIFE,""HDFC LIFE INS CO"",NSE,EQ,NSE,1,0.05
4679425,HDFCLIQUID,""HDFCAMC - HDFCLIQUID"",NSE,EQ,NSE,1,0.05
2956033,HDFCLOWVOL,""HDFCAMC - HDFCLOWVOL"",NSE,EQ,NSE,1,0.05
3644417,HDFCMID150,""HDFCAMC - HDFCMID150"",NSE,EQ,NSE,1,0.05
2953729,HDFCMOMENT,""HDFCAMC - HDFCMOMENT"",NSE,EQ,NSE,1,0.05
2718465,HDFCNEXT50,""HDFCAMC - HDFCNEXT50"",NSE,EQ,NSE,1,0.05
2722049,HDFCNIF100,""HDFCAMC - HDFCNIF100"",NSE,EQ,NSE,1,0.05
5742849,HDFCNIFBAN,""HDFCAMC - HDFCNIFBAN"",NSE,EQ,NSE,1,0.05
3097857,HDFCNIFIT,""HDFCAMC - HDFCNIFIT"",NSE,EQ,NSE,1,0.05
2967297,HDFCNIFTY,""HDFCAMC - HDFCNIFTY"",NSE,EQ,NSE,1,0.05
5784321,HDFCPSUBK,""HDFCAMC HDFCPSUBK"",NSE,EQ,NSE,1,0.05
3099649,HDFCPVTBAN,""HDFCAMC - HDFCPVTBAN"",NSE,EQ,NSE,1,0.05
2881281,HDFCQUAL,""HDFCAMC - HDFCQUAL"",NSE,EQ,NSE,1,0.05
2967809,HDFCSENSEX,""HDFCAMC - HDFCSENSEX"",NSE,EQ,NSE,1,0.05
2784257,HDFCSILVER,""HDFCAMC - HDFCSILVER"",NSE,EQ,NSE,1,0.05
3643649,HDFCSML250,""HDFCAMC - HDFCSML250"",NSE,EQ,NSE,1,0.05
2882561,HDFCVALUE,""HDFCAMC - HDFCVALUE"",NSE,EQ,NSE,1,0.05
4587521,HDIL-BZ,""HOUSING DEV & INFRA"",NSE,EQ,NSE,1,0.05
4916481,HEADSUP,""HEADS UP VENTURES"",NSE,EQ,NSE,1,0.05
5783553,HEALTHADD,""DSPAMC - HEALTHADD"",NSE,EQ,NSE,1,0.05
928257,HEALTHIETF,""ICICIPRAMC - ICICIPHARM"",NSE,EQ,NSE,1,0.05
1612033,HEALTHY,""BIRLASLAMC - HEALTHY"",NSE,EQ,NSE,1,0.05
1901825,HECPROJECT-BE,""HEC INFRA PROJECTS"",NSE,EQ,NSE,1,0.05
342017,HEG,""HEG"",NSE,EQ,NSE,1,0.05
592897,HEIDELBERG,""HEIDELBERGCEMENT (I)"",NSE,EQ,NSE,1,0.05
179457,HEMIPROP,""HEMISPHERE PROP IND"",NSE,EQ,NSE,1,0.05
669185,HERANBA,""HERANBA INDUSTRIES"",NSE,EQ,NSE,1,0.05
3914753,HERCULES-BE,""HERCULES HOI."",NSE,EQ,NSE,1,0.05
1177089,HERITGFOOD,""HERITAGE FOODS"",NSE,EQ,NSE,1,0.05
345089,HEROMOTOCO,""HERO MOTOCORP"",NSE,EQ,NSE,1,0.05
1804289,HESTERBIO,""HESTER BIOSCIENCES"",NSE,EQ,NSE,1,0.05
183041,HEUBACHIND,""HEUBACH COLORANTS IND"",NSE,EQ,NSE,1,0.05
6914049,HEXATRADEX,""HEXA TRADEX"",NSE,EQ,NSE,1,0.05
7594497,HEXT,""HEXAWARE TECHNOLOGIES"",NSE,EQ,NSE,1,0.05
5619457,HFCL,""HFCL"",NSE,EQ,NSE,1,0.05
428033,HGINFRA,""H.G.INFRA ENGINEERING"",NSE,EQ,NSE,1,0.05
3766273,HGS,""HINDUJA GLOBAL SOLS."",NSE,EQ,NSE,1,0.05
4811265,HIGREEN-SM,""HI GREEN CARBON"",NSE,EQ,NSE,1,0.05
2475009,HIKAL,""HIKAL"",NSE,EQ,NSE,1,0.05
3745537,HILTON-BE,""HILTON METAL FORGING"",NSE,EQ,NSE,1,0.05
348161,HIMATSEIDE,""HIMATSINGKA SEIDE"",NSE,EQ,NSE,1,0.05
348929,HINDALCO,""HINDALCO  INDUSTRIES "",NSE,EQ,NSE,1,0.05
351233,HINDCOMPOS,""HINDUSTAN COMPOSITES"",NSE,EQ,NSE,1,0.05
1259521,HINDCON,""HINDCON CHEMICALS"",NSE,EQ,NSE,1,0.05
4592385,HINDCOPPER,""HINDUSTAN COPPER"",NSE,EQ,NSE,1,0.05
5549825,HINDMOTORS-BE,""HINDUSTAN MOTORS"",NSE,EQ,NSE,1,0.05
4364801,HINDNATGLS-BE,""HIND NATL GLASS & IND"",NSE,EQ,NSE,1,0.05
359169,HINDOILEXP,""HINDUSTAN OIL EXPLORATION"",NSE,EQ,NSE,1,0.05
359937,HINDPETRO,""HINDUSTAN PETROLEUM CORP"",NSE,EQ,NSE,1,0.05
356865,HINDUNILVR,""HINDUSTAN UNILEVER"",NSE,EQ,NSE,1,0.05
4066049,HINDWAREAP,""HINDWARE HME INOVATON"",NSE,EQ,NSE,1,0.05
364545,HINDZINC,""HINDUSTAN ZINC"",NSE,EQ,NSE,1,0.05
3555841,HIRECT,""HIND RECTIFIER"",NSE,EQ,NSE,1,0.05
4946433,HISARMETAL,""HISAR METAL IND."",NSE,EQ,NSE,1,0.05
734209,HITECH,""HI-TECH PIPES"",NSE,EQ,NSE,1,0.05
3881217,HITECHCORP,""HITECH CORPORATION"",NSE,EQ,NSE,1,0.05
2193409,HITECHGEAR-BE,""THE HI-TECH GEARS"",NSE,EQ,NSE,1,0.05
585985,HLEGLAS,""HLE GLASCOAT"",NSE,EQ,NSE,1,0.05
370689,HLVLTD,""HLV"",NSE,EQ,NSE,1,0.05
4365569,HMAAGRO,""HMA AGRO INDUSTRIES"",NSE,EQ,NSE,1,0.05
5042689,HMT-BZ,""HMT -"",NSE,EQ,NSE,1,0.05
4918017,HMVL,""HINDUSTAN MEDIA VENT"",NSE,EQ,NSE,1,0.05
3116289,HNDFDS,""HINDUSTAN FOODS"",NSE,EQ,NSE,1,0.05
4680705,HNGSNGBEES,""NIP IND ETF HANGSENG BEES"",NSE,EQ,NSE,1,0.05
6099457,HOACFOODS-ST,""HOAC FOODS INDIA"",NSE,EQ,NSE,1,0.05
4774145,HOLMARC-SM,""HOLMARC OPTO MECHATRO L"",NSE,EQ,NSE,1,0.05
526337,HOMEFIRST,""HOME FIRST FIN CO IND"",NSE,EQ,NSE,1,0.05
3462657,HOMESFY-SM,""HOMESFY REALTY"",NSE,EQ,NSE,1,0.05
5072129,HONASA,""HONASA CONSUMER - MAMAEARTH"",NSE,EQ,NSE,1,0.05
874753,HONAUT,""HONEYWELL AUTOMATION IND"",NSE,EQ,NSE,1,0.05
803329,HONDAPOWER,""HONDA I POWER PRODUCT"",NSE,EQ,NSE,1,0.05
3480321,HOVS-BE,""HOV SERVICES"",NSE,EQ,NSE,1,0.05
1888257,HPAL,""HP ADHESIVES"",NSE,EQ,NSE,1,0.05
3019777,HPIL,""HINDPRAKASH INDUSTRY"",NSE,EQ,NSE,1,0.05
4781825,HPL,""HPL ELECTRIC & POWER"",NSE,EQ,NSE,1,0.05
7649025,HPTL-ST,""HP TELECOM INDIA"",NSE,EQ,NSE,1,0.05
5406721,HRHNEXT-ST,""HRH NEXT SERVICES"",NSE,EQ,NSE,1,0.05
3669505,HSCL,""HIMADRI SPECIALITY CHEM L"",NSE,EQ,NSE,1,0.05
3067393,HTMEDIA-BE,""HT MEDIA"",NSE,EQ,NSE,1,0.05
3635969,HUBTOWN,""HUBTOWN"",NSE,EQ,NSE,1,0.05
5331201,HUDCO,""HSG & URBAN DEV CORPN"",NSE,EQ,NSE,1,0.05
655873,HUHTAMAKI,""HUHTAMAKI INDIA"",NSE,EQ,NSE,1,0.05
6582017,HVAX-ST,""HVAX TECHNOLOGIES"",NSE,EQ,NSE,1,0.05
3280385,HYBRIDFIN-BE,""HYBRID FINANCIAL SERVICE"",NSE,EQ,NSE,1,0.05
6616065,HYUNDAI,""HYUNDAI MOTOR INDIA"",NSE,EQ,NSE,1,0.05
5465089,IBLFL-SM,""IBL FINANCE"",NSE,EQ,NSE,1,0.05
2460161,ICDSLTD-BE,""ICDSLTD"",NSE,EQ,NSE,1,0.05
125185,ICEMAKE,""ICE MAKE REFRIGERAT"",NSE,EQ,NSE,1,0.05
133633,ICICIB22,""ICICIPRAMC - BHARATIWIN"",NSE,EQ,NSE,1,0.05
1270529,ICICIBANK,""ICICI BANK"",NSE,EQ,NSE,1,0.05
5573121,ICICIGI,""ICICI LOMBARD GIC"",NSE,EQ,NSE,1,0.05
4774913,ICICIPRULI,""ICICI PRU LIFE INS CO"",NSE,EQ,NSE,1,0.05
2611457,ICICM58-M1,"",NSE,EQ,NSE,1,0.05
3068673,ICIL,""INDO COUNT INDUSTRIES"",NSE,EQ,NSE,1,0.05
3717889,ICRA,""ICRA"",NSE,EQ,NSE,1,0.05
377857,IDBI,""IDBI BANK"",NSE,EQ,NSE,1,0.05
3677697,IDEA,""VODAFONE IDEA"",NSE,EQ,NSE,1,0.05
4387841,IDEAFORGE,""IDEAFORGE TECHNO"",NSE,EQ,NSE,1,0.05
6387201,IDEALTECHO-SM,""IDEAL TECHNOPLAST IND"",NSE,EQ,NSE,1,0.05
7314945,IDENTICAL-SM,""IDENTICAL BRAINS STUDIO L"",NSE,EQ,NSE,1,0.05
2863105,IDFCFIRSTB,""IDFC FIRST BANK"",NSE,EQ,NSE,1,0.05
4808449,IDFNIFTYET,""BANDHANAMC - IDFNIFTYET"",NSE,EQ,NSE,1,0.05
3406593,IEL-BE,""INDIABULLS ENT"",NSE,EQ,NSE,1,0.05
6090753,IEML-ST,""INDIAN EMULSIFIERS"",NSE,EQ,NSE,1,0.05
56321,IEX,""INDIAN ENERGY EXC"",NSE,EQ,NSE,1,0.05
2380801,IFBAGRO-BE,""IFB AGRO INDUSTRIES"",NSE,EQ,NSE,1,0.05
380161,IFBIND,""IFB INDUSTRIES"",NSE,EQ,NSE,1,0.05
381697,IFCI,""IFCI"",NSE,EQ,NSE,1,0.05
111617,IFGLEXPOR,""IFGL REFRACTORIES"",NSE,EQ,NSE,1,0.05
162305,IGARASHI,""IGARASHI MOTORS INDIA"",NSE,EQ,NSE,1,0.05
193997057,IGCL,""INDOGULF CROPSCIENCES"",NSE,EQ,NSE,1,0.05
7264769,IGIL,""INTERNATIO GEMM INS (I) L"",NSE,EQ,NSE,1,0.05
2883073,IGL,""INDRAPRASTHA GAS"",NSE,EQ,NSE,1,0.05
3606017,IGPL,""I G PETROCHEMICALS"",NSE,EQ,NSE,1,0.05
7388417,IHF261224-N1,"",NSE,EQ,NSE,1,0.05
7391745,IHF261224A-N1,"",NSE,EQ,NSE,1,0.05
7386625,IHFL261224-N1,"",NSE,EQ,NSE,1,0.05
3023105,IIFL,""IIFL FINANCE"",NSE,EQ,NSE,1,0.05
193571841,IIFL210425-NW,"",NSE,EQ,NSE,1,0.05
193572353,IIFL21425-NY,"",NSE,EQ,NSE,1,0.05
193573121,IIFL21425A-Y1,"",NSE,EQ,NSE,1,0.05
3346433,IIFLCAPS,""IIFL CAPITAL SERVICES"",NSE,EQ,NSE,1,0.05
1964545,IIFLHF29-NE,"",NSE,EQ,NSE,1,0.05
1962497,IIFLHFZC27-NB,"",NSE,EQ,NSE,1,0.05
1588993,IIFLZC26-NN,"",NSE,EQ,NSE,1,0.05
3545601,IIFLZC26A-NR,"",NSE,EQ,NSE,1,0.05
4360705,IIFLZC26B-NY,"",NSE,EQ,NSE,1,0.05
738049,IIFLZC28-NG,"",NSE,EQ,NSE,1,0.05
3547649,IIFLZC28A-NU,"",NSE,EQ,NSE,1,0.05
4363009,IIFLZC28B-Y1,"",NSE,EQ,NSE,1,0.05
1335553,IIFLZC28C-N6,"",NSE,EQ,NSE,1,0.05
4999425,IITL-BE,""INDUSTRIAL INV TRUST"",NSE,EQ,NSE,1,0.05
4306433,IKIO,""IKIO TECHNOLOGIES"",NSE,EQ,NSE,1,0.05
7200001,IKS,""INVENTURUS KNOWLEDGE SO L"",NSE,EQ,NSE,1,0.05
2401281,IL&FSENGG-BZ,""IL&FS ENG AND CONS CO"",NSE,EQ,NSE,1,0.05
2401537,IL&FSTRANS-BZ,""IL&FS TRANS NET"",NSE,EQ,NSE,1,0.05
1964033,IMAGICAA,""IMAGICAAWORLD ENT"",NSE,EQ,NSE,1,0.05
3638785,IMC1-N0,"",NSE,EQ,NSE,1,0.05
3640065,IMC1-N1,"",NSE,EQ,NSE,1,0.05
3641345,IMC1-N2,"",NSE,EQ,NSE,1,0.05
3642369,IMC1-N3,"",NSE,EQ,NSE,1,0.05
4924161,IMFA,""INDIAN METALS & FERRO"",NSE,EQ,NSE,1,0.05
3074305,IMPAL,""IND MOTOR PART & ACC"",NSE,EQ,NSE,1,0.05
6625537,IMPEXFERRO-BZ,""IMPEX FERRO TECH"",NSE,EQ,NSE,1,0.05
4482817,INCREDIBLE-BE,""INCREDIBLE INDUSTRIES"",NSE,EQ,NSE,1,0.05
4334849,INDBANK,""INDBANK MERCH BANK"",NSE,EQ,NSE,1,0.05
6065409,INDGN,""INDEGENE"",NSE,EQ,NSE,1,0.05
387073,INDHOTEL,""THE INDIAN HOTELS CO."",NSE,EQ,NSE,1,0.05
264969,INDIA VIX,""INDIA VIX"",NSE,EQ,NSE,1,0.05
387841,INDIACEM,""THE INDIA CEMENTS"",NSE,EQ,NSE,1,0.05
389377,INDIAGLYCO,""INDIA GLYCOLS"",NSE,EQ,NSE,1,0.05
2745857,INDIAMART,""INDIAMART INTERMESH"",NSE,EQ,NSE,1,0.05
3663105,INDIANB,""INDIAN BANK"",NSE,EQ,NSE,1,0.05
1132033,INDIANCARD,""INDIAN CARD CLOTHING CO."",NSE,EQ,NSE,1,0.05
391681,INDIANHUME,""INDIAN HUME PIPE CO."",NSE,EQ,NSE,1,0.05
5262337,INDIASHLTR,""INDIA SHELTER FIN CORP L"",NSE,EQ,NSE,1,0.05
5390849,INDIFRA-SM,""INDIFRA"",NSE,EQ,NSE,1,0.05
2865921,INDIGO,""INTERGLOBE AVIATION"",NSE,EQ,NSE,1,0.05
524289,INDIGOPNTS,""INDIGO PAINTS"",NSE,EQ,NSE,1,0.05
5372929,INDIGRID-IV,""INDIGRID INFRASTRUCT TRST"",NSE,EQ,NSE,1,0.05
1215233,INDNIPPON,""INDIA NIPPON ELECT "",NSE,EQ,NSE,1,0.05
2333697,INDOAMIN,""INDO AMINES"",NSE,EQ,NSE,1,0.05
2205185,INDOBORAX,""INDO BORAX & CHEMICAL"",NSE,EQ,NSE,1,0.05
2989313,INDOCO,""INDOCO REMEDIES"",NSE,EQ,NSE,1,0.05
7430401,INDOFARM,""INDO FARM EQUIPMENT"",NSE,EQ,NSE,1,0.05
3605505,INDORAMA-BE,""INDO RAMA SYNTHETICS"",NSE,EQ,NSE,1,0.05
790529,INDOSTAR,""INDOSTAR CAPITAL FIN"",NSE,EQ,NSE,1,0.05
3398401,INDOTECH,""INDO TECH TRANSFORM"",NSE,EQ,NSE,1,0.05
6556673,INDOTHAI-BE,""INDO THAI SEC"",NSE,EQ,NSE,1,0.05
6528769,INDOUS,""INDO US BIOTECH"",NSE,EQ,NSE,1,0.05
3827713,INDOWIND,""INDOWIND ENERGY"",NSE,EQ,NSE,1,0.05
1216257,INDRAMEDCO,""INDRAPRASTHA MEDICAL CORP"",NSE,EQ,NSE,1,0.05
2228737,INDSWFTLAB-BE,""IND SWIFT LABORATORIES LT"",NSE,EQ,NSE,1,0.05
2970113,INDSWFTLTD,""IND-SWIFT"",NSE,EQ,NSE,1,0.05
5620993,INDTERRAIN,""IND TERRAIN FASHIONS"",NSE,EQ,NSE,1,0.05
1346049,INDUSINDBK,""INDUSIND BANK"",NSE,EQ,NSE,1,0.05
5897217,INDUSINVIT-IV,""INDUS INFRA TRUST"",NSE,EQ,NSE,1,0.05
7458561,INDUSTOWER,""INDUS TOWERS"",NSE,EQ,NSE,1,0.05
4159745,INFIBEAM,""INFIBEAM AVENUES"",NSE,EQ,NSE,1,0.05
194033409,INFIBPP-E1,""INFIBEAM RE.0.5 PPD UP"",NSE,EQ,NSE,1,0.05
3849217,INFINIUM-SM,""INFINIUM PHARMACHEM"",NSE,EQ,NSE,1,0.05
193946113,INFLUX-SM,""INFLUX HEALTHTECH"",NSE,EQ,NSE,1,0.05
2822913,INFOBEAN,""INFOBEANS TECHNO."",NSE,EQ,NSE,1,0.05
4246529,INFOLLION-SM,""INFOLLION RESEARCH SER L"",NSE,EQ,NSE,1,0.05
3505665,INFOMEDIA-BE,""INFOMEDIA PRESS"",NSE,EQ,NSE,1,0.05
5138433,INFRABEES,""NIP IND ETF INFRA BEES"",NSE,EQ,NSE,1,0.05
2745089,INFRAIETF,""ICICIPRAMC - ICICIINFRA"",NSE,EQ,NSE,1,0.05
408065,INFY,""INFOSYS"",NSE,EQ,NSE,1,0.05
408833,INGERRAND,""INGERSOLL-RAND INDIA"",NSE,EQ,NSE,1,0.05
5829889,INM-ST,""INTERIORS & MORE"",NSE,EQ,NSE,1,0.05
6482689,INNOMET-ST,""INNOMET ADVANCED MATERI L"",NSE,EQ,NSE,1,0.05
5391873,INNOVACAP,""INNOVA CAPTAB"",NSE,EQ,NSE,1,0.05
7105025,INNOVANA,""INNOVANA THINKLABS"",NSE,EQ,NSE,1,0.05
3121409,INOXGREEN-BE,""INOX GREEN ENERGY SER"",NSE,EQ,NSE,1,0.05
